time,CellVoltages.MinVoltage,ControlsOut.TS_current
21.3536,,1.917
21.3576,,1.401
21.3616,,1.25
21.3656,,0.887
21.3696,,0.84000003
21.3736,,0.71900004
21.3776,,0.786
21.3816,,0.60400003
21.3866,,0.45200002
21.3896,,0.30100003
21.3936,,0.298
21.3976,,0.21200001
21.4016,,0.23400001
21.4056,,0.291
21.4096,,0.291
21.4136,,0.333
21.4176,,0.333
21.4216,,0.326
21.4256,,0.29200003
21.4296,,0.30100003
21.4336,,0.27400002
21.4376,,0.24800001
21.4416,,0.33900002
21.4456,,0.33200002
21.4496,,0.287
21.4536,,0.29200003
21.4576,,0.29500002
21.4616,,0.257
21.4656,,0.257
21.4696,,0.30600002
21.4736,,0.349
21.4776,,0.33600003
21.4816,,0.293
21.4866,,0.293
21.4896,,0.293
21.4936,,0.349
21.4976,,0.31500003
21.5016,,0.31500003
21.5056,,0.3
21.5096,,0.284
21.5136,,0.284
21.5143,3.835,
21.5176,,0.284
21.5216,,0.30600002
21.5256,,0.30600002
21.5296,,0.30100003
21.5336,,0.291
21.5376,,0.323
21.5416,,0.286
21.5456,,0.25100002
21.5496,,0.29000002
21.5536,,0.29700002
21.5576,,0.342
21.5616,,0.342
21.5656,,0.30800003
21.5696,,0.34
21.5736,,0.30900002
21.5776,,0.231
21.5816,,0.26700002
21.5866,,0.26700002
